,Target_FAIL
Sensor_001,-0.02509978933423646
Sensor_002,-0.002541862459287465
Sensor_003,-0.0009992626494043622
Sensor_004,-0.024013672990354132
Sensor_005,-0.013633325000805252
Sensor_006,
Sensor_007,0.0160854166817644
Sensor_008,0.012891311675556561
Sensor_009,0.028022193649954032
Sensor_010,-0.031180238780223885
Sensor_011,0.03363013803474715
Sensor_012,-0.03265955833334636
Sensor_013,-0.00592480009708788
Sensor_014,
Sensor_015,-0.06896829679823446
Sensor_016,-0.002858728344357562
Sensor_017,0.0023679618986237622
Sensor_018,-0.00974606106359735
Sensor_019,-0.008782222394992458
Sensor_020,0.030585717882299933
Sensor_021,0.023252913057151825
Sensor_022,0.10833341799046413
Sensor_023,-0.0736457509446629
Sensor_024,0.01285003165108891
Sensor_025,-0.018128527233541438
Sensor_026,-0.035383028518935454
Sensor_027,-0.08057858111517865
Sensor_028,-0.028081470654314978
Sensor_029,-0.10698738214249284
Sensor_030,0.017178407171696025
Sensor_031,0.037383769915353644
Sensor_032,-0.05000922603096835
Sensor_033,0.05214890015524348
Sensor_034,0.08096829215123588
Sensor_035,0.0025627459727906544
Sensor_036,-0.012254352585088543
Sensor_037,-0.0025628364899347045
Sensor_038,0.04132145344487052
Sensor_039,0.052606478561389634
Sensor_040,-0.002100319175852723
Sensor_041,-0.05346371981230402
Sensor_042,0.002966707797414939
Sensor_043,
Sensor_044,-0.020419476369330246
Sensor_045,-0.02318249117024499
Sensor_046,0.008354677968120849
Sensor_047,-0.00940990461891812
Sensor_048,0.02809658916164343
Sensor_049,-0.015268183867789857
Sensor_050,
Sensor_051,-0.01515764463232464
Sensor_052,0.005932008101590468
Sensor_053,
Sensor_054,0.006831356480732164
Sensor_055,0.014198261178660224
Sensor_056,-0.009106724383118051
Sensor_057,0.06426696721541315
Sensor_058,-0.01948362573595883
Sensor_059,0.05515481798408478
Sensor_060,0.15600765358943652
Sensor_061,-0.0181098435453027
Sensor_062,0.012389460875382716
Sensor_063,-0.018977932584522975
Sensor_064,0.06003525279943394
Sensor_065,0.07667430895641254
Sensor_066,0.05496142688640718
Sensor_067,-0.03900740864375647
Sensor_068,0.039584483651370274
Sensor_069,-0.052116606694595224
Sensor_070,
Sensor_071,-0.05200541804710955
Sensor_072,-0.0019840276602979463
Sensor_075,-0.006737497665674104
Sensor_076,0.027829904881450054
Sensor_077,-0.05573506272178844
Sensor_078,0.005788225349587412
Sensor_079,-0.04358105754015702
Sensor_080,0.07772300997852088
Sensor_081,-0.03179251100971035
Sensor_082,0.023224798526756255
Sensor_083,-0.013136438833512627
Sensor_084,-0.024499357041476908
Sensor_085,-0.008427811624119349
Sensor_087,0.024974471111367143
Sensor_088,-0.03042177632415445
Sensor_089,0.02686462315737097
Sensor_090,0.030309470912580776
Sensor_091,-0.053443201094495664
Sensor_092,0.009383746472430845
Sensor_093,-0.008262598643257988
Sensor_094,0.03109157680224238
Sensor_095,-0.002659011337751077
Sensor_096,0.06102296564812565
Sensor_097,-0.009511025643107438
Sensor_098,
Sensor_099,-0.020738142136461496
Sensor_100,0.046467009528790085
Sensor_101,0.06506609313870615
Sensor_102,-0.025023745949972052
Sensor_103,-0.0432076145914137
Sensor_104,0.15122982385797662
Sensor_105,-0.03885235904177319
Sensor_106,0.0003702965068457459
Sensor_107,-0.02870003473120783
Sensor_108,-0.015266612745905881
Sensor_109,0.0007101277602853005
Sensor_113,0.028558847147515044
Sensor_114,0.001328358227729352
Sensor_115,0.06865473715229202
Sensor_116,-0.043653531804155175
Sensor_117,-0.012911576838140714
Sensor_118,-0.016719907915630956
Sensor_119,-0.02317433463363945
Sensor_120,0.0056120020648018215
Sensor_121,-0.020277002721616092
Sensor_122,0.08508447798391813
Sensor_123,-0.0783258960582952
Sensor_124,0.0723061636163539
Sensor_125,0.09416770118227295
Sensor_126,-0.08364438623026359
Sensor_127,0.05516307416328755
Sensor_128,-0.07512849060578893
Sensor_129,0.03205291083678849
Sensor_130,0.10279866116361053
Sensor_131,0.07659210026461018
Sensor_132,0.01801804967150232
Sensor_133,0.0005230588329720249
Sensor_134,0.06778792927694195
Sensor_135,-0.030327139129973833
Sensor_136,-0.02727023512589143
Sensor_137,0.011366060291501223
Sensor_138,0.02958872604823958
Sensor_139,0.04787717810493518
Sensor_140,-0.004077400036584915
Sensor_141,-0.013491632909490472
Sensor_142,
Sensor_143,-0.015168671842572581
Sensor_144,-0.04345745180265393
Sensor_145,-0.03827921914901958
Sensor_146,-0.0438521941823786
Sensor_147,-0.043425497261892265
Sensor_148,0.008056814577078882
Sensor_149,-0.005593322599613193
Sensor_150,
Sensor_151,-0.011993597294085329
Sensor_152,-0.022363965934548268
Sensor_153,-0.004594001654139845
Sensor_154,0.021756599683905545
Sensor_155,0.001582535800558984
Sensor_156,-0.026475053137260146
Sensor_157,0.002153564138167634
Sensor_160,0.07728146803574007
Sensor_161,0.0892326844152775
Sensor_162,-0.02027058029427341
Sensor_163,-0.006826775109791558
Sensor_164,0.0995058123103627
Sensor_165,0.08728909926524911
Sensor_166,0.08349303509702641
Sensor_167,0.05174831847060193
Sensor_168,0.022237099080889357
Sensor_169,0.007134473670925517
Sensor_170,-0.011276354746883413
Sensor_171,0.036632380830407554
Sensor_172,0.0034240928777521757
Sensor_173,0.03716179964886608
Sensor_174,-0.007327586061888935
Sensor_175,0.03718042338334235
Sensor_176,0.04290743678217045
Sensor_177,-0.014310421025584606
Sensor_178,-0.0035696179443384037
Sensor_179,
Sensor_180,
Sensor_181,-0.07863068899230237
Sensor_182,-0.04332135039744274
Sensor_183,-0.031243803574125994
Sensor_184,0.0555877991536191
Sensor_185,0.003203272842194937
Sensor_186,-0.008987332749397454
Sensor_187,
Sensor_188,0.0057058701697552255
Sensor_189,0.047188533303706225
Sensor_190,
Sensor_191,
Sensor_192,
Sensor_193,
Sensor_194,
Sensor_195,
Sensor_196,0.036838990585866725
Sensor_197,0.05351937941279519
Sensor_198,0.05603669861435656
Sensor_199,0.039894572709217306
Sensor_200,0.05216216311710482
Sensor_201,0.060645062474141274
Sensor_202,0.02905449575079175
Sensor_203,0.01356453160318898
Sensor_204,0.04547737992388205
Sensor_205,0.030376664574684114
Sensor_206,0.05375954050889031
Sensor_207,-0.006737497665674101
Sensor_208,0.03540530109871024
Sensor_209,-0.02276218084542582
Sensor_210,-0.006737497665674102
Sensor_211,0.10334778754545824
Sensor_212,0.04460520100802024
Sensor_213,0.003772114681532064
Sensor_214,0.04432279504254546
Sensor_215,-0.032198502332281186
Sensor_216,-0.018665072355084394
Sensor_217,0.0162630438550775
Sensor_218,0.012455537416648982
Sensor_219,-0.014793056078561476
Sensor_220,0.012485602262367333
Sensor_222,0.021608883820126802
Sensor_223,0.03129439180688465
Sensor_224,-0.0010682238600341304
Sensor_225,0.016090717391648985
Sensor_226,0.020994696102797465
Sensor_227,
Sensor_228,0.041784527878778135
Sensor_229,0.011127051809716054
Sensor_230,
Sensor_231,
Sensor_232,
Sensor_233,
Sensor_234,
Sensor_235,
Sensor_236,
Sensor_237,
Sensor_238,
Sensor_239,0.024214776317083513
Sensor_240,-0.025751957470583474
Sensor_241,
Sensor_242,
Sensor_243,
Sensor_244,
Sensor_248,0.08323075787934221
Sensor_249,0.008911648540406627
Sensor_250,0.0664776186361018
Sensor_251,0.006964152041299224
Sensor_252,-0.010314764321656362
Sensor_253,-0.0066342887847901525
Sensor_254,0.01166900477429717
Sensor_255,-0.021508857776908235
Sensor_256,-0.011729853125930022
Sensor_257,
Sensor_258,
Sensor_259,
Sensor_260,
Sensor_261,
Sensor_262,
Sensor_263,
Sensor_264,
Sensor_265,
Sensor_266,
Sensor_267,
Sensor_268,-0.014919403895133392
Sensor_269,0.00709400226278531
Sensor_270,0.018117141927535392
Sensor_271,-0.028203503713227288
Sensor_272,0.02691074985976005
Sensor_273,0.030847388246645888
Sensor_274,0.02507097911642522
Sensor_275,-0.004584789490813357
Sensor_276,-0.013494690305214375
Sensor_277,
Sensor_278,-0.009354057696499704
Sensor_279,-0.035588274452241005
Sensor_280,-0.03828414943105067
Sensor_281,-0.050402408745914604
Sensor_282,-0.047625513627528517
Sensor_283,0.010053638949359648
Sensor_284,-0.0066715843648940286
Sensor_285,
Sensor_286,-0.012216270806049999
Sensor_287,-0.02114515571412766
Sensor_288,-0.004785712016207372
Sensor_289,0.025269705973462838
Sensor_290,-0.0025516942344200647
Sensor_291,-0.0142879425871589
Sensor_292,7.251140979219599e-06
Sensor_295,0.08118305882092011
Sensor_296,0.09138009801944884
Sensor_297,-0.016545520183078345
Sensor_298,-0.0049615247014845295
Sensor_299,0.10167209181429807
Sensor_300,0.08728753128911924
Sensor_301,0.08407525304121836
Sensor_302,0.04735016894797658
Sensor_303,0.024440447631323425
Sensor_304,0.007417901521407318
Sensor_305,-0.007402920642042743
Sensor_306,0.02083060488946979
Sensor_307,0.003368167073696869
Sensor_308,0.021861873616985786
Sensor_309,-0.0016303423988351952
Sensor_310,0.02183814075961765
Sensor_311,0.03950299028063149
Sensor_312,-0.018594900689292333
Sensor_313,-0.003074951466919027
Sensor_314,
Sensor_315,
Sensor_316,
Sensor_317,-0.08938489751367676
Sensor_318,-0.039685228859800185
Sensor_319,-0.03562259231396703
Sensor_320,0.05298647123920361
Sensor_321,0.003299032978653702
Sensor_322,-0.009760265584649817
Sensor_323,
Sensor_324,0.005722196384141032
Sensor_325,0.039684395424179446
Sensor_326,
Sensor_327,
Sensor_328,
Sensor_329,
Sensor_330,
Sensor_331,
Sensor_332,0.034743301610827754
Sensor_333,0.03483202861488292
Sensor_334,0.04877557133499042
Sensor_335,0.041006285904826176
Sensor_336,0.034674124014712246
Sensor_337,0.03968936947868502
Sensor_338,0.0536711870414002
Sensor_339,0.0069295525962540785
Sensor_340,0.029923474077209914
Sensor_341,0.034650592938768474
Sensor_342,0.04982165985382907
Sensor_343,-0.006737497665674096
Sensor_344,0.03088988330059439
Sensor_345,-0.023048790558251226
Sensor_348,-0.006737497665674095
Sensor_349,0.13080675914334955
Sensor_350,0.04556416004166072
Sensor_351,0.004397913102391411
Sensor_352,0.04343748976742748
Sensor_353,-0.021376313811896027
Sensor_354,-0.019472243541222574
Sensor_355,-0.007595127435443135
Sensor_356,0.009925972423946664
Sensor_357,-0.009884771832502137
Sensor_358,0.014383102943571553
Sensor_360,0.03307690382551917
Sensor_361,0.038607723697923334
Sensor_362,-0.004970889773975597
Sensor_363,0.014761677954538442
Sensor_364,0.030440052815280574
Sensor_365,
Sensor_366,0.055196952699276124
Sensor_367,0.012830923592464651
Sensor_368,-0.002849429437043913
Sensor_369,0.009024152399793874
Sensor_370,
Sensor_371,
Sensor_372,
Sensor_373,
Sensor_374,
Sensor_375,
Sensor_376,
Sensor_377,0.0207158815236745
Sensor_378,-0.03491022937301679
Sensor_379,
Sensor_380,
Sensor_381,
Sensor_382,
Sensor_386,0.04946798428622109
Sensor_387,0.008212251897136832
Sensor_388,0.06631450502204447
Sensor_389,0.019722549919637615
Sensor_390,-0.010371820228418455
Sensor_391,-0.006804751502660938
Sensor_392,0.004288145105008392
Sensor_393,-0.021268083768762942
Sensor_394,-0.003345880040011815
Sensor_395,
Sensor_396,
Sensor_397,
Sensor_398,
Sensor_399,
Sensor_400,
Sensor_401,
Sensor_402,
Sensor_403,
Sensor_404,
Sensor_405,
Sensor_406,-0.012873449792911844
Sensor_407,0.023251721158451102
Sensor_408,0.021153567252120784
Sensor_409,-0.027173068699383063
Sensor_410,0.013375170799302819
Sensor_411,0.029281275306285888
Sensor_412,0.047574810141718715
Sensor_413,0.00899288728531727
Sensor_414,-0.006107754436784213
Sensor_415,
Sensor_416,-0.01908666880472017
Sensor_417,-0.04192896189002756
Sensor_418,-0.0425645235093804
Sensor_419,-0.0301550257788892
Sensor_420,0.014289511195097655
Sensor_421,0.006996437531039524
Sensor_422,-0.005184987609433689
Sensor_423,
Sensor_424,0.048020656798034314
Sensor_425,-0.022805297307276925
Sensor_426,0.013890803257134517
Sensor_427,0.020596637195145158
Sensor_428,0.0007698081611048273
Sensor_429,-0.02646821481535102
Sensor_430,0.00027542522353016274
Sensor_431,0.10911475082098826
Sensor_432,0.11993649667913944
Sensor_433,0.0037011163124357313
Sensor_434,0.04701519104903637
Sensor_435,0.11131162913172642
Sensor_436,0.1082599157691687
Sensor_437,0.10611891793326099
Sensor_438,0.06936561428713643
Sensor_439,0.015152443008975976
Sensor_440,-0.0205145919443784
Sensor_441,-0.007244308574859406
Sensor_442,0.03324791976988772
Sensor_443,-0.013372720588206377
Sensor_444,0.03674990479547606
Sensor_445,-0.006722585011357871
Sensor_446,0.03774036986806646
Sensor_447,0.041570194640047485
Sensor_448,-0.014786683972808563
Sensor_449,-0.0034851725381781318
Sensor_450,
Sensor_451,
Sensor_452,
Sensor_453,-0.07708539309569847
Sensor_454,-0.041648992560328765
Sensor_455,-0.03332025140236253
Sensor_456,0.056256061309952116
Sensor_457,0.000882811792353359
Sensor_458,-0.008328200398000973
Sensor_459,
Sensor_460,0.006457404227424883
Sensor_461,0.06062475065889802
Sensor_462,
Sensor_463,
Sensor_464,
Sensor_465,
Sensor_466,
Sensor_467,
Sensor_468,0.03624282703000093
Sensor_469,-0.05503106863344438
Sensor_470,0.05271569344060768
Sensor_471,0.03850057288531087
Sensor_472,0.05986263842343762
Sensor_473,0.0012101405358572782
Sensor_474,0.009774640403459213
Sensor_475,0.015019552806882247
Sensor_476,0.04445888993797948
Sensor_477,0.028827101501334673
Sensor_478,0.056274720155602656
Sensor_479,-0.006737497665674098
Sensor_480,0.03981810131182223
Sensor_481,-0.011424012137362013
Sensor_482,
Sensor_483,-0.008860215679294112
Sensor_484,-0.022632819626193353
Sensor_485,-0.04223220661394932
Sensor_486,-0.029160123361482534
Sensor_487,0.026157131542020685
Sensor_488,-0.009563630274861562
Sensor_489,-0.0463052840701048
Sensor_490,0.020280663315266026
Sensor_491,-0.006684231938265313
Sensor_492,0.01432031485894586
Sensor_494,0.019420208196440792
Sensor_495,0.035181790498845684
Sensor_496,-0.003532022708047053
Sensor_497,-0.004471951911183958
Sensor_498,0.026320224957659337
Sensor_499,
Sensor_500,-0.02976247780875011
Sensor_501,0.014883177566168485
Sensor_502,
Sensor_503,
Sensor_504,
Sensor_505,
Sensor_506,
Sensor_507,
Sensor_508,
Sensor_509,
Sensor_510,
Sensor_511,0.13166206591650093
Sensor_512,0.055185075226432456
Sensor_513,
Sensor_514,
Sensor_515,
Sensor_516,
Sensor_520,0.07400520836960316
Sensor_521,0.007690963088901607
Sensor_522,0.03672233178013508
Sensor_523,0.013676636717829134
Sensor_524,-0.010401444007866516
Sensor_525,-0.005837365699705725
Sensor_526,0.011729615924885207
Sensor_527,-0.02153627326885796
Sensor_528,-0.010425051989558105
Sensor_529,
Sensor_530,
Sensor_531,
Sensor_532,
Sensor_533,
Sensor_534,
Sensor_535,
Sensor_536,
Sensor_537,
Sensor_538,
Sensor_539,
Sensor_540,-0.01690684129306642
Sensor_541,0.005955152730480752
Sensor_542,0.024885307330728156
Sensor_543,-0.05077537419836662
Sensor_544,-0.05116520392192726
Sensor_545,0.02197650720073631
Sensor_546,-0.04580639931511975
Sensor_547,-0.012980539297892635
Sensor_548,0.04364811240333021
Sensor_549,0.007435896340139475
Sensor_550,0.0033094151601898106
Sensor_551,0.04866314502671308
Sensor_552,0.05814034167558026
Sensor_553,0.003985781364776134
Sensor_554,0.04817681745355262
Sensor_555,0.05819504402608789
Sensor_556,0.022117900892023916
Sensor_557,0.04557665959007468
Sensor_558,0.058295544782733
Sensor_559,0.023197778915513778
Sensor_560,0.024128594956618492
Sensor_561,0.020096267137297116
Sensor_562,0.026199413940066554
Sensor_563,-0.03955574938950021
Sensor_564,-0.018985247483286307
Sensor_565,0.005453908366833293
Sensor_566,0.034666665316777916
Sensor_567,-0.004737877378766818
Sensor_568,0.03420305468536177
Sensor_569,0.008918985872640716
Sensor_570,0.03857128758859992
Sensor_571,-0.0016561585426579039
Sensor_572,-0.01935328737731376
Sensor_573,-0.032233394781676944
Sensor_574,-0.051873059024153546
Sensor_575,-0.03471349657173663
Sensor_576,-0.052731351776562636
Sensor_577,-0.028487634832887337
Sensor_578,-0.0496326874622157
Sensor_583,0.04701465962446247
Sensor_584,0.005995845968221378
Sensor_585,0.00542991077082071
Sensor_586,0.0050491288018569514
Sensor_587,0.004169634281848701
Sensor_588,0.03542322460004737
Sensor_589,0.031207012889690515
Sensor_590,-0.0026030221333998302
